Kachelname;Aufnahmedatum_DGM;Aufnahmedatum_bDOM;Koordinatenursprung_Rechts;Koordinatenursprung_Hoch;Aufloesung_cm
ndom50_32293_5637_1_nw_2019;2016-01-22;2019-06-28;293000;5637000;50
ndom50_32293_5638_1_nw_2019;2016-01-22;2019-06-28;293000;5638000;50
ndom50_32293_5639_1_nw_2019;2016-01-22;2019-06-28;293000;5639000;50
ndom50_32293_5644_1_nw_2019;2016-01-20;2019-03-30;293000;5644000;50
ndom50_32293_5645_1_nw_2019;2016-01-19;2019-03-30;293000;5645000;50
ndom50_32293_5646_1_nw_2019;2016-01-19;2019-03-30;293000;5646000;50
ndom50_32293_5647_1_nw_2019;2016-01-19;2019-03-30;293000;5647000;50
ndom50_32293_5648_1_nw_2019;2016-01-19;2019-03-30;293000;5648000;50
ndom50_32293_5649_1_nw_2019;2016-01-19;2019-03-30;293000;5649000;50
ndom50_32293_5650_1_nw_2019;2016-01-19;2019-03-30;293000;5650000;50
ndom50_32293_5651_1_nw_2019;2016-01-19;2019-03-30;293000;5651000;50
ndom50_32293_5652_1_nw_2019;2016-01-19;2019-03-30;293000;5652000;50
ndom50_32293_5653_1_nw_2019;2016-01-19;2019-03-30;293000;5653000;50
ndom50_32293_5654_1_nw_2019;2016-01-19;2019-02-27;293000;5654000;50
ndom50_32293_5655_1_nw_2019;2016-01-19;2019-02-27;293000;5655000;50
ndom50_32293_5656_1_nw_2019;2016-01-19;2019-02-27;293000;5656000;50
ndom50_32293_5657_1_nw_2019;2016-01-19;2019-02-27;293000;5657000;50
ndom50_32293_5658_1_nw_2019;2016-01-18;2019-02-27;293000;5658000;50
ndom50_32293_5659_1_nw_2019;2016-01-18;2019-02-27;293000;5659000;50
ndom50_32293_5660_1_nw_2019;2016-01-18;2019-02-27;293000;5660000;50
ndom50_32293_5661_1_nw_2019;2016-01-18;2019-02-27;293000;5661000;50
ndom50_32293_5662_1_nw_2019;2016-01-18;2019-02-27;293000;5662000;50
ndom50_32293_5663_1_nw_2019;2016-01-18;2019-02-27;293000;5663000;50
ndom50_32293_5664_1_nw_2019;2016-01-18;2019-02-27;293000;5664000;50
ndom50_32293_5665_1_nw_2019;2016-01-18;2019-02-27;293000;5665000;50
ndom50_32293_5666_1_nw_2019;2016-01-18;2019-02-27;293000;5666000;50
ndom50_32293_5667_1_nw_2019;2016-01-18;2019-02-27;293000;5667000;50
ndom50_32293_5734_1_nw_2018;2015-04-09;2018-05-08;293000;5734000;50
ndom50_32293_5735_1_nw_2018;2015-04-09;2018-05-08;293000;5735000;50
ndom50_32293_5736_1_nw_2018;2015-04-03;2018-05-08;293000;5736000;50
ndom50_32293_5737_1_nw_2018;2015-04-03;2018-05-08;293000;5737000;50
ndom50_32293_5738_1_nw_2018;2015-04-03;2018-05-08;293000;5738000;50
ndom50_32293_5739_1_nw_2018;2015-03-23;2018-05-08;293000;5739000;50
ndom50_32293_5740_1_nw_2018;2015-03-23;2018-05-08;293000;5740000;50
ndom50_32293_5741_1_nw_2018;2015-03-23;2018-05-08;293000;5741000;50
ndom50_32293_5742_1_nw_2018;2015-03-23;2018-05-08;293000;5742000;50
ndom50_32293_5743_1_nw_2018;2015-03-22;2018-05-08;293000;5743000;50
ndom50_32293_5744_1_nw_2018;2015-03-22;2018-05-08;293000;5744000;50
ndom50_32293_5745_1_nw_2018;2015-03-22;2018-05-08;293000;5745000;50
ndom50_32293_5746_1_nw_2018;2015-03-22;2018-05-08;293000;5746000;50
ndom50_32293_5747_1_nw_2018;2015-03-22;2018-05-08;293000;5747000;50
ndom50_32294_5622_1_nw_2019;2016-02-28;2019-06-28;294000;5622000;50
ndom50_32294_5623_1_nw_2019;2016-02-28;2019-06-28;294000;5623000;50
ndom50_32294_5624_1_nw_2019;2016-02-28;2019-06-28;294000;5624000;50
ndom50_32294_5625_1_nw_2019;2016-03-13;2019-06-28;294000;5625000;50
ndom50_32294_5626_1_nw_2019;2016-02-27;2019-06-28;294000;5626000;50
ndom50_32294_5627_1_nw_2019;2016-02-27;2019-06-28;294000;5627000;50
ndom50_32294_5628_1_nw_2019;2016-02-27;2019-06-28;294000;5628000;50
ndom50_32294_5629_1_nw_2019;2016-02-27;2019-06-28;294000;5629000;50
ndom50_32294_5630_1_nw_2019;2016-01-22;2019-06-28;294000;5630000;50
ndom50_32294_5631_1_nw_2019;2016-01-22;2019-06-28;294000;5631000;50
ndom50_32294_5632_1_nw_2019;2016-01-22;2019-06-28;294000;5632000;50
ndom50_32294_5633_1_nw_2019;2016-01-22;2019-06-28;294000;5633000;50
ndom50_32294_5634_1_nw_2019;2016-01-22;2019-06-28;294000;5634000;50
ndom50_32294_5635_1_nw_2019;2016-01-22;2019-06-28;294000;5635000;50
ndom50_32294_5636_1_nw_2019;2016-01-22;2019-06-28;294000;5636000;50
ndom50_32294_5637_1_nw_2019;2016-01-22;2019-06-28;294000;5637000;50
ndom50_32294_5638_1_nw_2019;2016-01-22;2019-06-28;294000;5638000;50
ndom50_32294_5639_1_nw_2019;2016-01-22;2019-06-28;294000;5639000;50
ndom50_32294_5640_1_nw_2019;2016-01-22;2019-06-28;294000;5640000;50
ndom50_32294_5641_1_nw_2019;2016-01-22;2019-06-28;294000;5641000;50
ndom50_32294_5642_1_nw_2019;2016-01-25;2019-03-30;294000;5642000;50
ndom50_32294_5643_1_nw_2019;2016-01-25;2019-03-30;294000;5643000;50
ndom50_32294_5644_1_nw_2019;2016-01-20;2019-03-30;294000;5644000;50
ndom50_32294_5645_1_nw_2019;2016-01-19;2019-03-30;294000;5645000;50
ndom50_32294_5646_1_nw_2019;2016-01-19;2019-03-30;294000;5646000;50
ndom50_32294_5647_1_nw_2019;2016-01-19;2019-03-30;294000;5647000;50
ndom50_32294_5648_1_nw_2019;2016-01-19;2019-03-30;294000;5648000;50
ndom50_32294_5649_1_nw_2019;2016-01-19;2019-03-30;294000;5649000;50
ndom50_32294_5650_1_nw_2019;2016-01-19;2019-03-30;294000;5650000;50
ndom50_32294_5651_1_nw_2019;2016-01-19;2019-03-30;294000;5651000;50
ndom50_32294_5652_1_nw_2019;2016-01-19;2019-03-30;294000;5652000;50
ndom50_32294_5653_1_nw_2019;2016-01-19;2019-03-30;294000;5653000;50
ndom50_32294_5654_1_nw_2019;2016-01-19;2019-02-27;294000;5654000;50
ndom50_32294_5655_1_nw_2019;2016-01-19;2019-02-27;294000;5655000;50
ndom50_32294_5656_1_nw_2019;2016-01-19;2019-02-27;294000;5656000;50
ndom50_32294_5657_1_nw_2019;2016-01-19;2019-02-27;294000;5657000;50
ndom50_32294_5658_1_nw_2019;2016-01-18;2019-02-27;294000;5658000;50
ndom50_32294_5659_1_nw_2019;2016-01-18;2019-02-27;294000;5659000;50
ndom50_32294_5660_1_nw_2019;2016-01-18;2019-02-27;294000;5660000;50
ndom50_32294_5661_1_nw_2019;2016-01-18;2019-02-27;294000;5661000;50
ndom50_32294_5662_1_nw_2019;2016-01-18;2019-02-27;294000;5662000;50
ndom50_32294_5663_1_nw_2019;2016-01-18;2019-02-27;294000;5663000;50
ndom50_32294_5664_1_nw_2019;2016-01-18;2019-02-27;294000;5664000;50
ndom50_32294_5665_1_nw_2019;2016-01-18;2019-02-27;294000;5665000;50
ndom50_32294_5666_1_nw_2019;2016-01-18;2019-02-27;294000;5666000;50
ndom50_32294_5667_1_nw_2019;2016-01-18;2019-02-27;294000;5667000;50
ndom50_32294_5672_1_nw_2018;2015-03-10;2018-05-04;294000;5672000;50
ndom50_32294_5673_1_nw_2018;2015-03-10;2018-05-04;294000;5673000;50
ndom50_32294_5674_1_nw_2018;2015-03-11;2018-05-04;294000;5674000;50
ndom50_32294_5675_1_nw_2018;2015-03-11;2018-05-04;294000;5675000;50
ndom50_32294_5676_1_nw_2018;2015-03-11;2018-05-04;294000;5676000;50
ndom50_32294_5677_1_nw_2018;2015-03-07;2018-05-04;294000;5677000;50
ndom50_32294_5678_1_nw_2018;2015-03-07;2018-05-04;294000;5678000;50
ndom50_32294_5679_1_nw_2018;2015-03-08;2018-05-04;294000;5679000;50
ndom50_32294_5680_1_nw_2018;2015-03-08;2018-05-04;294000;5680000;50
ndom50_32294_5681_1_nw_2018;2015-03-08;2018-05-04;294000;5681000;50
ndom50_32294_5728_1_nw_2018;2015-04-12;2018-05-09;294000;5728000;50
ndom50_32294_5729_1_nw_2018;2015-04-12;2018-05-09;294000;5729000;50
ndom50_32294_5730_1_nw_2018;2015-04-10;2018-05-09;294000;5730000;50
ndom50_32294_5731_1_nw_2018;2015-04-10;2018-05-09;294000;5731000;50
ndom50_32294_5732_1_nw_2018;2015-04-10;2018-05-09;294000;5732000;50
ndom50_32294_5733_1_nw_2018;2015-04-10;2018-05-09;294000;5733000;50
ndom50_32294_5734_1_nw_2018;2015-04-09;2018-05-08;294000;5734000;50
ndom50_32294_5735_1_nw_2018;2015-04-09;2018-05-08;294000;5735000;50
ndom50_32294_5736_1_nw_2018;2015-04-03;2018-05-08;294000;5736000;50
ndom50_32294_5737_1_nw_2018;2015-04-03;2018-05-08;294000;5737000;50
ndom50_32294_5738_1_nw_2018;2015-04-03;2018-05-08;294000;5738000;50
ndom50_32294_5739_1_nw_2018;2015-03-23;2018-05-08;294000;5739000;50
ndom50_32294_5740_1_nw_2018;2015-03-23;2018-05-08;294000;5740000;50
ndom50_32294_5741_1_nw_2018;2015-03-23;2018-05-08;294000;5741000;50
ndom50_32294_5742_1_nw_2018;2015-03-23;2018-05-08;294000;5742000;50
ndom50_32294_5743_1_nw_2018;2015-03-22;2018-05-08;294000;5743000;50
ndom50_32294_5744_1_nw_2018;2015-03-22;2018-05-08;294000;5744000;50
ndom50_32294_5745_1_nw_2018;2015-03-22;2018-05-08;294000;5745000;50
ndom50_32294_5746_1_nw_2018;2015-03-22;2018-05-08;294000;5746000;50
ndom50_32294_5747_1_nw_2018;2015-03-22;2018-05-08;294000;5747000;50
ndom50_32295_5622_1_nw_2019;2016-02-28;2019-06-28;295000;5622000;50
ndom50_32295_5623_1_nw_2019;2016-02-28;2019-06-28;295000;5623000;50
ndom50_32295_5624_1_nw_2019;2016-02-28;2019-06-28;295000;5624000;50
ndom50_32295_5625_1_nw_2019;2016-03-13;2019-06-28;295000;5625000;50
ndom50_32295_5626_1_nw_2019;2016-02-27;2019-06-28;295000;5626000;50
ndom50_32295_5627_1_nw_2019;2016-02-27;2019-06-28;295000;5627000;50
ndom50_32295_5628_1_nw_2019;2016-02-27;2019-06-28;295000;5628000;50
ndom50_32295_5629_1_nw_2019;2016-02-27;2019-06-28;295000;5629000;50
ndom50_32295_5630_1_nw_2019;2016-01-22;2019-06-28;295000;5630000;50
ndom50_32295_5631_1_nw_2019;2016-01-22;2019-06-28;295000;5631000;50
ndom50_32295_5632_1_nw_2019;2016-01-22;2019-06-28;295000;5632000;50
ndom50_32295_5633_1_nw_2019;2016-01-22;2019-06-28;295000;5633000;50
ndom50_32295_5634_1_nw_2019;2016-01-22;2019-06-28;295000;5634000;50
ndom50_32295_5635_1_nw_2019;2016-01-22;2019-06-28;295000;5635000;50
ndom50_32295_5636_1_nw_2019;2016-01-22;2019-06-28;295000;5636000;50
ndom50_32295_5637_1_nw_2019;2016-01-22;2019-06-28;295000;5637000;50
ndom50_32295_5638_1_nw_2019;2016-01-22;2019-06-28;295000;5638000;50
ndom50_32295_5639_1_nw_2019;2016-01-22;2019-06-28;295000;5639000;50
ndom50_32295_5640_1_nw_2019;2016-01-22;2019-06-28;295000;5640000;50
ndom50_32295_5641_1_nw_2019;2016-01-22;2019-06-28;295000;5641000;50
ndom50_32295_5642_1_nw_2019;2016-01-25;2019-03-30;295000;5642000;50
ndom50_32295_5643_1_nw_2019;2016-01-25;2019-03-30;295000;5643000;50
ndom50_32295_5644_1_nw_2019;2016-01-20;2019-03-30;295000;5644000;50
ndom50_32295_5645_1_nw_2019;2016-01-19;2019-03-30;295000;5645000;50
ndom50_32295_5646_1_nw_2019;2016-01-19;2019-03-30;295000;5646000;50
ndom50_32295_5647_1_nw_2019;2016-01-19;2019-03-30;295000;5647000;50
ndom50_32295_5648_1_nw_2019;2016-01-19;2019-03-30;295000;5648000;50
ndom50_32295_5649_1_nw_2019;2016-01-19;2019-03-30;295000;5649000;50
ndom50_32295_5650_1_nw_2019;2016-01-19;2019-03-30;295000;5650000;50
ndom50_32295_5651_1_nw_2019;2016-01-19;2019-03-30;295000;5651000;50
ndom50_32295_5652_1_nw_2019;2016-01-19;2019-03-30;295000;5652000;50
ndom50_32295_5653_1_nw_2019;2016-01-19;2019-03-30;295000;5653000;50
ndom50_32295_5654_1_nw_2019;2016-01-19;2019-02-27;295000;5654000;50
ndom50_32295_5655_1_nw_2019;2016-01-19;2019-02-27;295000;5655000;50
ndom50_32295_5656_1_nw_2019;2016-01-19;2019-02-27;295000;5656000;50
ndom50_32295_5657_1_nw_2019;2016-01-19;2019-02-27;295000;5657000;50
ndom50_32295_5658_1_nw_2019;2016-01-18;2019-02-27;295000;5658000;50
ndom50_32295_5659_1_nw_2019;2016-01-18;2019-02-27;295000;5659000;50
ndom50_32295_5660_1_nw_2019;2016-01-18;2019-02-27;295000;5660000;50
ndom50_32295_5661_1_nw_2019;2016-01-18;2019-02-27;295000;5661000;50
ndom50_32295_5662_1_nw_2019;2016-01-18;2019-02-27;295000;5662000;50
ndom50_32295_5663_1_nw_2019;2016-01-18;2019-02-27;295000;5663000;50
ndom50_32295_5664_1_nw_2019;2016-01-18;2019-02-27;295000;5664000;50
ndom50_32295_5665_1_nw_2019;2016-01-18;2019-02-27;295000;5665000;50
ndom50_32295_5666_1_nw_2019;2016-01-18;2019-02-27;295000;5666000;50
ndom50_32295_5667_1_nw_2019;2016-01-18;2019-02-27;295000;5667000;50
ndom50_32295_5672_1_nw_2018;2015-03-10;2018-05-04;295000;5672000;50
ndom50_32295_5673_1_nw_2018;2015-03-10;2018-05-04;295000;5673000;50
ndom50_32295_5674_1_nw_2018;2015-03-11;2018-05-04;295000;5674000;50
ndom50_32295_5675_1_nw_2018;2015-03-11;2018-05-04;295000;5675000;50
ndom50_32295_5676_1_nw_2018;2015-03-11;2018-05-04;295000;5676000;50
ndom50_32295_5677_1_nw_2018;2015-03-07;2018-05-04;295000;5677000;50
ndom50_32295_5678_1_nw_2018;2015-03-07;2018-05-04;295000;5678000;50
ndom50_32295_5679_1_nw_2018;2015-03-08;2018-05-04;295000;5679000;50
ndom50_32295_5680_1_nw_2018;2015-03-08;2018-05-04;295000;5680000;50
ndom50_32295_5681_1_nw_2018;2015-03-08;2018-05-04;295000;5681000;50
ndom50_32295_5728_1_nw_2018;2015-04-12;2018-05-09;295000;5728000;50
ndom50_32295_5729_1_nw_2018;2015-04-12;2018-05-09;295000;5729000;50
ndom50_32295_5730_1_nw_2018;2015-04-10;2018-05-09;295000;5730000;50
ndom50_32295_5731_1_nw_2018;2015-04-10;2018-05-09;295000;5731000;50
ndom50_32295_5732_1_nw_2018;2015-04-10;2018-05-09;295000;5732000;50
ndom50_32295_5733_1_nw_2018;2015-04-10;2018-05-09;295000;5733000;50
ndom50_32295_5734_1_nw_2018;2015-04-09;2018-05-08;295000;5734000;50
ndom50_32295_5735_1_nw_2018;2015-04-09;2018-05-08;295000;5735000;50
ndom50_32295_5736_1_nw_2018;2015-04-03;2018-05-08;295000;5736000;50
ndom50_32295_5737_1_nw_2018;2015-04-03;2018-05-08;295000;5737000;50
ndom50_32295_5738_1_nw_2018;2015-04-03;2018-05-08;295000;5738000;50
ndom50_32295_5739_1_nw_2018;2015-03-23;2018-05-08;295000;5739000;50
ndom50_32295_5740_1_nw_2018;2015-03-23;2018-05-08;295000;5740000;50
ndom50_32295_5741_1_nw_2018;2015-03-23;2018-05-08;295000;5741000;50
ndom50_32295_5742_1_nw_2018;2015-03-23;2018-05-08;295000;5742000;50
ndom50_32295_5743_1_nw_2018;2015-03-22;2018-05-08;295000;5743000;50
ndom50_32295_5744_1_nw_2018;2015-03-22;2018-05-08;295000;5744000;50
ndom50_32295_5745_1_nw_2018;2015-03-22;2018-05-08;295000;5745000;50
ndom50_32295_5746_1_nw_2018;2015-03-22;2018-05-08;295000;5746000;50
ndom50_32295_5747_1_nw_2018;2015-03-22;2018-05-08;295000;5747000;50
ndom50_32296_5618_1_nw_2019;2016-04-08;2019-06-28;296000;5618000;50
ndom50_32296_5619_1_nw_2019;2016-04-08;2019-06-28;296000;5619000;50
ndom50_32296_5620_1_nw_2019;2016-03-13;2019-06-28;296000;5620000;50
ndom50_32296_5621_1_nw_2019;2016-03-13;2019-06-28;296000;5621000;50
ndom50_32296_5622_1_nw_2019;2016-02-28;2019-06-28;296000;5622000;50
ndom50_32296_5623_1_nw_2019;2016-02-28;2019-06-28;296000;5623000;50
ndom50_32296_5624_1_nw_2019;2016-02-28;2019-06-28;296000;5624000;50
ndom50_32296_5625_1_nw_2019;2016-03-13;2019-06-28;296000;5625000;50
ndom50_32296_5626_1_nw_2019;2016-02-27;2019-06-28;296000;5626000;50
ndom50_32296_5627_1_nw_2019;2016-02-27;2019-06-28;296000;5627000;50
ndom50_32296_5628_1_nw_2019;2016-02-27;2019-06-28;296000;5628000;50
ndom50_32296_5629_1_nw_2019;2016-02-27;2019-06-28;296000;5629000;50
ndom50_32296_5630_1_nw_2019;2016-01-22;2019-06-28;296000;5630000;50
ndom50_32296_5631_1_nw_2019;2016-01-22;2019-06-28;296000;5631000;50
ndom50_32296_5632_1_nw_2019;2016-01-22;2019-06-28;296000;5632000;50
ndom50_32296_5633_1_nw_2019;2016-01-22;2019-06-28;296000;5633000;50
ndom50_32296_5634_1_nw_2019;2016-01-22;2019-06-28;296000;5634000;50
ndom50_32296_5635_1_nw_2019;2016-01-22;2019-06-28;296000;5635000;50
ndom50_32296_5636_1_nw_2019;2016-01-22;2019-06-28;296000;5636000;50
ndom50_32296_5637_1_nw_2019;2016-01-22;2019-06-28;296000;5637000;50
ndom50_32296_5638_1_nw_2019;2016-01-22;2019-06-28;296000;5638000;50
ndom50_32296_5639_1_nw_2019;2016-01-22;2019-06-28;296000;5639000;50
ndom50_32296_5640_1_nw_2019;2016-01-22;2019-06-28;296000;5640000;50
ndom50_32296_5641_1_nw_2019;2016-01-22;2019-06-28;296000;5641000;50
ndom50_32296_5642_1_nw_2019;2016-01-25;2019-03-30;296000;5642000;50
ndom50_32296_5643_1_nw_2019;2016-01-25;2019-03-30;296000;5643000;50
ndom50_32296_5644_1_nw_2019;2016-01-20;2019-03-30;296000;5644000;50
ndom50_32296_5645_1_nw_2019;2016-01-19;2019-03-30;296000;5645000;50
ndom50_32296_5646_1_nw_2019;2016-01-19;2019-03-30;296000;5646000;50
ndom50_32296_5647_1_nw_2019;2016-01-19;2019-03-30;296000;5647000;50
ndom50_32296_5648_1_nw_2019;2016-01-19;2019-03-30;296000;5648000;50
ndom50_32296_5649_1_nw_2019;2016-01-19;2019-03-30;296000;5649000;50
ndom50_32296_5650_1_nw_2019;2016-01-19;2019-03-30;296000;5650000;50
ndom50_32296_5651_1_nw_2019;2016-01-19;2019-03-30;296000;5651000;50
ndom50_32296_5652_1_nw_2019;2016-01-19;2019-03-30;296000;5652000;50
ndom50_32296_5653_1_nw_2019;2016-01-19;2019-03-30;296000;5653000;50
ndom50_32296_5654_1_nw_2019;2016-01-19;2019-02-27;296000;5654000;50
ndom50_32296_5655_1_nw_2019;2016-01-19;2019-02-27;296000;5655000;50
ndom50_32296_5656_1_nw_2019;2016-01-19;2019-02-27;296000;5656000;50
ndom50_32296_5657_1_nw_2019;2016-01-19;2019-02-27;296000;5657000;50
ndom50_32296_5658_1_nw_2019;2016-01-18;2019-02-27;296000;5658000;50
ndom50_32296_5659_1_nw_2019;2016-01-18;2019-02-27;296000;5659000;50
ndom50_32296_5660_1_nw_2019;2016-01-18;2019-02-27;296000;5660000;50
ndom50_32296_5661_1_nw_2019;2016-01-18;2019-02-27;296000;5661000;50
ndom50_32296_5662_1_nw_2019;2016-01-18;2019-02-27;296000;5662000;50
ndom50_32296_5663_1_nw_2019;2016-01-18;2019-02-27;296000;5663000;50
ndom50_32296_5664_1_nw_2019;2016-01-18;2019-02-27;296000;5664000;50
ndom50_32296_5665_1_nw_2019;2016-01-18;2019-02-27;296000;5665000;50
ndom50_32296_5666_1_nw_2019;2016-01-18;2019-02-27;296000;5666000;50
ndom50_32296_5667_1_nw_2019;2016-01-18;2019-02-27;296000;5667000;50
ndom50_32296_5668_1_nw_2019;2016-01-18;2019-02-27;296000;5668000;50
ndom50_32296_5669_1_nw_2019;2016-01-18;2019-02-27;296000;5669000;50
ndom50_32296_5672_1_nw_2018;2015-03-10;2018-05-04;296000;5672000;50
ndom50_32296_5673_1_nw_2018;2015-03-10;2018-05-04;296000;5673000;50
ndom50_32296_5674_1_nw_2018;2015-03-11;2018-05-04;296000;5674000;50
ndom50_32296_5675_1_nw_2018;2015-03-11;2018-05-04;296000;5675000;50
ndom50_32296_5676_1_nw_2018;2015-03-11;2018-05-04;296000;5676000;50
ndom50_32296_5677_1_nw_2018;2015-03-07;2018-05-04;296000;5677000;50
ndom50_32296_5678_1_nw_2018;2015-03-07;2018-05-04;296000;5678000;50
ndom50_32296_5679_1_nw_2018;2015-03-08;2018-05-04;296000;5679000;50
ndom50_32296_5680_1_nw_2018;2015-03-08;2018-05-04;296000;5680000;50
ndom50_32296_5681_1_nw_2018;2015-03-08;2018-05-04;296000;5681000;50
ndom50_32296_5682_1_nw_2018;2015-03-08;2018-05-04;296000;5682000;50
ndom50_32296_5683_1_nw_2018;2015-03-10;2018-05-04;296000;5683000;50
ndom50_32296_5726_1_nw_2018;2015-04-12;2018-05-09;296000;5726000;50
ndom50_32296_5727_1_nw_2018;2015-04-12;2018-05-09;296000;5727000;50
ndom50_32296_5728_1_nw_2018;2015-04-12;2018-05-09;296000;5728000;50
ndom50_32296_5729_1_nw_2018;2015-04-12;2018-05-09;296000;5729000;50
ndom50_32296_5730_1_nw_2018;2015-04-10;2018-05-09;296000;5730000;50
ndom50_32296_5731_1_nw_2018;2015-04-10;2018-05-09;296000;5731000;50
ndom50_32296_5732_1_nw_2018;2015-04-10;2018-05-09;296000;5732000;50
ndom50_32296_5733_1_nw_2018;2015-04-10;2018-05-09;296000;5733000;50
ndom50_32296_5734_1_nw_2018;2015-04-09;2018-05-08;296000;5734000;50
ndom50_32296_5735_1_nw_2018;2015-04-09;2018-05-08;296000;5735000;50
ndom50_32296_5736_1_nw_2018;2015-04-03;2018-05-08;296000;5736000;50
ndom50_32296_5737_1_nw_2018;2015-04-03;2018-05-08;296000;5737000;50
ndom50_32296_5738_1_nw_2018;2015-04-03;2018-05-08;296000;5738000;50
ndom50_32296_5739_1_nw_2018;2015-03-23;2018-05-08;296000;5739000;50
ndom50_32296_5740_1_nw_2018;2015-03-23;2018-05-08;296000;5740000;50
ndom50_32296_5741_1_nw_2018;2015-03-23;2018-05-08;296000;5741000;50
ndom50_32296_5742_1_nw_2018;2015-03-23;2018-05-08;296000;5742000;50
ndom50_32296_5743_1_nw_2018;2015-03-22;2018-05-08;296000;5743000;50
ndom50_32296_5744_1_nw_2018;2015-03-22;2018-05-08;296000;5744000;50
ndom50_32296_5745_1_nw_2018;2015-03-22;2018-05-08;296000;5745000;50
ndom50_32296_5746_1_nw_2018;2015-03-22;2018-05-08;296000;5746000;50
ndom50_32296_5747_1_nw_2018;2015-03-22;2018-05-08;296000;5747000;50
ndom50_32296_5748_1_nw_2018;2015-03-22;2018-05-08;296000;5748000;50
ndom50_32296_5749_1_nw_2018;2015-03-22;2018-05-08;296000;5749000;50
ndom50_32296_5750_1_nw_2018;2015-03-22;2018-05-08;296000;5750000;50
ndom50_32296_5751_1_nw_2018;2015-03-22;2018-05-08;296000;5751000;50
ndom50_32297_5618_1_nw_2019;2016-04-08;2019-06-28;297000;5618000;50
ndom50_32297_5619_1_nw_2019;2016-04-08;2019-06-28;297000;5619000;50
ndom50_32297_5620_1_nw_2019;2016-03-13;2019-06-28;297000;5620000;50
ndom50_32297_5621_1_nw_2019;2016-03-13;2019-06-28;297000;5621000;50
ndom50_32297_5622_1_nw_2019;2016-02-28;2019-06-28;297000;5622000;50
ndom50_32297_5623_1_nw_2019;2016-02-28;2019-06-28;297000;5623000;50
ndom50_32297_5624_1_nw_2019;2016-02-28;2019-06-28;297000;5624000;50
ndom50_32297_5625_1_nw_2019;2016-03-13;2019-06-28;297000;5625000;50
ndom50_32297_5626_1_nw_2019;2016-02-27;2019-06-28;297000;5626000;50
ndom50_32297_5627_1_nw_2019;2016-02-27;2019-06-28;297000;5627000;50
ndom50_32297_5628_1_nw_2019;2016-02-27;2019-06-28;297000;5628000;50
ndom50_32297_5629_1_nw_2019;2016-02-27;2019-06-28;297000;5629000;50
ndom50_32297_5630_1_nw_2019;2016-01-22;2019-06-28;297000;5630000;50
ndom50_32297_5631_1_nw_2019;2016-01-22;2019-06-28;297000;5631000;50
ndom50_32297_5632_1_nw_2019;2016-01-22;2019-06-28;297000;5632000;50
ndom50_32297_5633_1_nw_2019;2016-01-22;2019-06-28;297000;5633000;50
ndom50_32297_5634_1_nw_2019;2016-01-22;2019-06-28;297000;5634000;50
ndom50_32297_5635_1_nw_2019;2016-01-22;2019-06-28;297000;5635000;50
ndom50_32297_5636_1_nw_2019;2016-01-22;2019-06-28;297000;5636000;50
ndom50_32297_5637_1_nw_2019;2016-01-22;2019-06-28;297000;5637000;50
ndom50_32297_5638_1_nw_2019;2016-01-22;2019-06-28;297000;5638000;50
ndom50_32297_5639_1_nw_2019;2016-01-22;2019-06-28;297000;5639000;50
ndom50_32297_5640_1_nw_2019;2016-01-22;2019-06-28;297000;5640000;50
ndom50_32297_5641_1_nw_2019;2016-01-22;2019-06-28;297000;5641000;50
ndom50_32297_5642_1_nw_2019;2016-01-25;2019-03-30;297000;5642000;50
ndom50_32297_5643_1_nw_2019;2016-01-25;2019-03-30;297000;5643000;50
ndom50_32297_5644_1_nw_2019;2016-01-20;2019-03-30;297000;5644000;50
ndom50_32297_5645_1_nw_2019;2016-01-19;2019-03-30;297000;5645000;50
ndom50_32297_5646_1_nw_2019;2016-01-19;2019-03-30;297000;5646000;50
ndom50_32297_5647_1_nw_2019;2016-01-19;2019-03-30;297000;5647000;50
ndom50_32297_5648_1_nw_2019;2016-01-19;2019-03-30;297000;5648000;50
ndom50_32297_5649_1_nw_2019;2016-01-19;2019-03-30;297000;5649000;50
ndom50_32297_5650_1_nw_2019;2016-01-19;2019-03-30;297000;5650000;50
ndom50_32297_5651_1_nw_2019;2016-01-19;2019-03-30;297000;5651000;50
ndom50_32297_5652_1_nw_2019;2016-01-19;2019-03-30;297000;5652000;50
ndom50_32297_5653_1_nw_2019;2016-01-19;2019-03-30;297000;5653000;50
ndom50_32297_5654_1_nw_2019;2016-01-19;2019-02-27;297000;5654000;50
ndom50_32297_5655_1_nw_2019;2016-01-19;2019-02-27;297000;5655000;50
ndom50_32297_5656_1_nw_2019;2016-01-19;2019-02-27;297000;5656000;50
ndom50_32297_5657_1_nw_2019;2016-01-19;2019-02-27;297000;5657000;50
ndom50_32297_5658_1_nw_2019;2016-01-18;2019-02-27;297000;5658000;50
ndom50_32297_5659_1_nw_2019;2016-01-18;2019-02-27;297000;5659000;50
ndom50_32297_5660_1_nw_2019;2016-01-18;2019-02-27;297000;5660000;50
ndom50_32297_5661_1_nw_2019;2016-01-18;2019-02-27;297000;5661000;50
ndom50_32297_5662_1_nw_2019;2016-01-18;2019-02-27;297000;5662000;50
ndom50_32297_5663_1_nw_2019;2016-01-18;2019-02-27;297000;5663000;50
ndom50_32297_5664_1_nw_2019;2016-01-18;2019-02-27;297000;5664000;50
