Kachelname;Aufnahmedatum_DGM;Aufnahmedatum_bDOM;Koordinatenursprung_Rechts;Koordinatenursprung_Hoch;Aufloesung_cm
ndom50_32379_5694_1_nw_2018;2018-02-17;2018-08-06;379000;5694000;50
ndom50_32379_5695_1_nw_2018;2018-02-17;2018-08-06;379000;5695000;50
ndom50_32379_5696_1_nw_2018;2018-02-17;2018-08-06;379000;5696000;50
ndom50_32379_5697_1_nw_2018;2018-02-17;2018-08-06;379000;5697000;50
ndom50_32379_5698_1_nw_2018;2018-02-16;2018-08-06;379000;5698000;50
ndom50_32379_5699_1_nw_2018;2018-02-16;2018-08-06;379000;5699000;50
ndom50_32379_5700_1_nw_2018;2018-02-16;2018-08-06;379000;5700000;50
ndom50_32379_5701_1_nw_2018;2018-02-16;2018-08-06;379000;5701000;50
ndom50_32379_5702_1_nw_2018;2018-02-16;2018-08-06;379000;5702000;50
ndom50_32379_5703_1_nw_2018;2018-02-14;2018-08-06;379000;5703000;50
ndom50_32379_5704_1_nw_2018;2018-02-14;2018-08-06;379000;5704000;50
ndom50_32379_5705_1_nw_2018;2018-02-14;2018-08-06;379000;5705000;50
ndom50_32379_5706_1_nw_2018;2018-02-14;2018-08-06;379000;5706000;50
ndom50_32379_5707_1_nw_2018;2018-02-14;2018-08-06;379000;5707000;50
ndom50_32379_5708_1_nw_2018;2018-02-14;2018-08-06;379000;5708000;50
ndom50_32379_5709_1_nw_2018;2018-02-14;2018-08-06;379000;5709000;50
ndom50_32379_5710_1_nw_2018;2018-02-14;2018-08-06;379000;5710000;50
ndom50_32379_5711_1_nw_2018;2018-02-14;2018-08-06;379000;5711000;50
ndom50_32379_5712_1_nw_2018;2018-02-14;2018-08-06;379000;5712000;50
ndom50_32379_5713_1_nw_2018;2018-02-14;2018-08-06;379000;5713000;50
ndom50_32379_5714_1_nw_2018;2012-03-16;2018-08-06;379000;5714000;50
ndom50_32379_5715_1_nw_2018;2012-03-16;2018-08-06;379000;5715000;50
ndom50_32379_5716_1_nw_2018;2013-12-21;2018-07-27;379000;5716000;50
ndom50_32379_5717_1_nw_2018;2013-12-21;2018-07-27;379000;5717000;50
ndom50_32379_5718_1_nw_2018;2013-12-21;2018-07-27;379000;5718000;50
ndom50_32379_5719_1_nw_2018;2013-12-20;2018-07-27;379000;5719000;50
ndom50_32379_5720_1_nw_2018;2013-12-20;2018-07-27;379000;5720000;50
ndom50_32379_5721_1_nw_2018;2013-12-20;2018-07-27;379000;5721000;50
ndom50_32379_5722_1_nw_2018;2013-12-20;2018-07-27;379000;5722000;50
ndom50_32379_5723_1_nw_2018;2013-12-20;2018-07-27;379000;5723000;50
ndom50_32379_5724_1_nw_2018;2013-12-17;2018-07-27;379000;5724000;50
ndom50_32379_5725_1_nw_2018;2013-12-17;2018-07-27;379000;5725000;50
ndom50_32379_5726_1_nw_2018;2013-12-17;2018-07-27;379000;5726000;50
ndom50_32379_5727_1_nw_2018;2013-12-17;2018-07-27;379000;5727000;50
ndom50_32379_5728_1_nw_2018;2013-12-17;2018-07-01;379000;5728000;50
ndom50_32379_5729_1_nw_2018;2013-12-13;2018-07-01;379000;5729000;50
ndom50_32379_5730_1_nw_2018;2013-12-13;2018-07-01;379000;5730000;50
ndom50_32379_5731_1_nw_2018;2013-12-13;2018-07-01;379000;5731000;50
ndom50_32379_5732_1_nw_2018;2013-12-13;2018-07-01;379000;5732000;50
ndom50_32379_5733_1_nw_2018;2013-12-03;2018-07-01;379000;5733000;50
ndom50_32379_5734_1_nw_2018;2013-12-03;2018-07-01;379000;5734000;50
ndom50_32379_5735_1_nw_2018;2013-12-03;2018-07-01;379000;5735000;50
ndom50_32379_5736_1_nw_2018;2013-12-02;2018-07-01;379000;5736000;50
ndom50_32379_5737_1_nw_2018;2013-12-02;2018-07-01;379000;5737000;50
ndom50_32379_5738_1_nw_2018;2013-12-02;2018-04-07;379000;5738000;50
ndom50_32379_5739_1_nw_2018;2013-12-02;2018-04-07;379000;5739000;50
ndom50_32379_5740_1_nw_2018;2013-12-02;2018-04-07;379000;5740000;50
ndom50_32379_5741_1_nw_2018;2013-12-02;2018-04-07;379000;5741000;50
ndom50_32379_5742_1_nw_2018;2015-02-08;2018-04-07;379000;5742000;50
ndom50_32379_5743_1_nw_2018;2015-02-08;2018-04-07;379000;5743000;50
ndom50_32379_5744_1_nw_2018;2018-12-04;2018-04-07;379000;5744000;50
ndom50_32379_5745_1_nw_2018;2018-12-04;2018-04-07;379000;5745000;50
ndom50_32379_5746_1_nw_2018;2018-12-04;2018-03-19;379000;5746000;50
ndom50_32379_5747_1_nw_2018;2018-12-04;2018-03-19;379000;5747000;50
ndom50_32379_5748_1_nw_2018;2018-12-05;2018-03-19;379000;5748000;50
ndom50_32379_5749_1_nw_2018;2018-12-05;2018-03-19;379000;5749000;50
ndom50_32379_5750_1_nw_2018;2018-12-05;2018-03-19;379000;5750000;50
ndom50_32379_5751_1_nw_2018;2018-12-05;2018-03-19;379000;5751000;50
ndom50_32379_5752_1_nw_2018;2018-12-05;2018-03-15;379000;5752000;50
ndom50_32379_5753_1_nw_2018;2018-12-05;2018-03-15;379000;5753000;50
ndom50_32379_5754_1_nw_2018;2018-12-05;2018-03-15;379000;5754000;50
ndom50_32379_5755_1_nw_2018;2018-12-05;2018-03-15;379000;5755000;50
ndom50_32379_5756_1_nw_2018;2018-12-05;2018-03-15;379000;5756000;50
ndom50_32379_5757_1_nw_2018;2018-12-05;2018-03-15;379000;5757000;50
ndom50_32379_5758_1_nw_2018;2019-01-18;2018-03-15;379000;5758000;50
ndom50_32379_5759_1_nw_2018;2019-01-18;2018-03-15;379000;5759000;50
ndom50_32379_5760_1_nw_2018;2019-01-18;2018-03-15;379000;5760000;50
ndom50_32379_5761_1_nw_2018;2019-01-18;2018-03-15;379000;5761000;50
ndom50_32379_5762_1_nw_2018;2019-01-18;2018-03-15;379000;5762000;50
ndom50_32379_5763_1_nw_2018;2019-01-18;2018-03-15;379000;5763000;50
ndom50_32379_5764_1_nw_2019;2019-01-18;2019-06-02;379000;5764000;50
ndom50_32379_5765_1_nw_2019;2019-01-19;2019-06-02;379000;5765000;50
ndom50_32379_5766_1_nw_2019;2015-03-05;2019-06-02;379000;5766000;50
ndom50_32379_5767_1_nw_2019;2015-03-05;2019-06-02;379000;5767000;50
ndom50_32379_5768_1_nw_2019;2015-03-05;2019-06-02;379000;5768000;50
ndom50_32379_5769_1_nw_2019;2015-03-05;2019-06-02;379000;5769000;50
ndom50_32379_5770_1_nw_2019;2014-01-28;2019-06-02;379000;5770000;50
ndom50_32379_5771_1_nw_2019;2014-01-28;2019-06-02;379000;5771000;50
ndom50_32379_5772_1_nw_2019;2014-01-28;2019-06-02;379000;5772000;50
ndom50_32379_5773_1_nw_2019;2014-01-28;2019-06-02;379000;5773000;50
ndom50_32379_5774_1_nw_2019;2014-01-28;2019-06-02;379000;5774000;50
ndom50_32379_5775_1_nw_2019;2014-01-28;2019-06-02;379000;5775000;50
ndom50_32379_5776_1_nw_2019;2014-01-28;2019-06-02;379000;5776000;50
ndom50_32379_5777_1_nw_2019;2014-01-28;2019-06-02;379000;5777000;50
ndom50_32379_5778_1_nw_2019;2019-02-28;2019-06-22;379000;5778000;50
ndom50_32379_5779_1_nw_2019;2019-02-17;2019-06-22;379000;5779000;50
ndom50_32379_5780_1_nw_2019;2019-02-23;2019-06-22;379000;5780000;50
ndom50_32379_5781_1_nw_2019;2019-02-23;2019-06-22;379000;5781000;50
ndom50_32379_5782_1_nw_2019;2019-02-23;2019-06-22;379000;5782000;50
ndom50_32379_5783_1_nw_2019;2019-02-16;2019-06-22;379000;5783000;50
ndom50_32379_5784_1_nw_2019;2019-02-16;2019-06-17;379000;5784000;50
ndom50_32379_5785_1_nw_2019;2019-02-16;2019-06-17;379000;5785000;50
ndom50_32379_5786_1_nw_2019;2019-02-16;2019-06-17;379000;5786000;50
ndom50_32379_5787_1_nw_2019;2019-02-16;2019-06-17;379000;5787000;50
ndom50_32379_5788_1_nw_2019;2019-02-16;2019-06-17;379000;5788000;50
ndom50_32379_5789_1_nw_2019;2019-02-16;2019-06-17;379000;5789000;50
ndom50_32379_5790_1_nw_2019;2019-02-15;2019-06-17;379000;5790000;50
ndom50_32379_5791_1_nw_2019;2019-02-15;2019-06-17;379000;5791000;50
ndom50_32380_5610_1_nw_2019;2015-12-17;2019-02-26;380000;5610000;50
ndom50_32380_5611_1_nw_2019;2015-12-17;2019-02-26;380000;5611000;50
ndom50_32380_5612_1_nw_2019;2015-12-17;2019-02-25;380000;5612000;50
ndom50_32380_5613_1_nw_2019;2015-12-19;2019-02-25;380000;5613000;50
ndom50_32380_5614_1_nw_2019;2015-12-19;2019-02-25;380000;5614000;50
ndom50_32380_5615_1_nw_2019;2016-04-02;2019-02-25;380000;5615000;50
ndom50_32380_5616_1_nw_2019;2016-04-02;2019-02-25;380000;5616000;50
ndom50_32380_5617_1_nw_2019;2016-04-02;2019-02-25;380000;5617000;50
ndom50_32380_5618_1_nw_2019;2016-04-09;2019-02-25;380000;5618000;50
ndom50_32380_5619_1_nw_2019;2016-04-09;2019-02-25;380000;5619000;50
ndom50_32380_5620_1_nw_2019;2016-04-09;2019-02-23;380000;5620000;50
ndom50_32380_5621_1_nw_2019;2016-04-09;2019-02-23;380000;5621000;50
ndom50_32380_5622_1_nw_2019;2016-04-09;2019-02-23;380000;5622000;50
ndom50_32380_5623_1_nw_2019;2016-04-09;2019-02-23;380000;5623000;50
ndom50_32380_5624_1_nw_2019;2016-04-09;2019-02-23;380000;5624000;50
ndom50_32380_5625_1_nw_2019;2016-04-02;2019-02-23;380000;5625000;50
ndom50_32380_5626_1_nw_2019;2016-04-02;2019-02-23;380000;5626000;50
ndom50_32380_5627_1_nw_2019;2016-04-02;2019-02-23;380000;5627000;50
ndom50_32380_5628_1_nw_2019;2016-04-02;2019-02-23;380000;5628000;50
ndom50_32380_5629_1_nw_2019;2016-04-02;2019-02-23;380000;5629000;50
ndom50_32380_5630_1_nw_2019;2016-04-02;2019-02-23;380000;5630000;50
ndom50_32380_5631_1_nw_2019;2016-04-02;2019-02-23;380000;5631000;50
ndom50_32380_5632_1_nw_2019;2016-04-02;2019-02-23;380000;5632000;50
ndom50_32380_5633_1_nw_2019;2016-04-02;2019-02-23;380000;5633000;50
ndom50_32380_5634_1_nw_2019;2016-04-02;2019-02-23;380000;5634000;50
ndom50_32380_5635_1_nw_2019;2016-04-02;2019-02-23;380000;5635000;50
ndom50_32380_5636_1_nw_2019;2016-02-18;2019-02-23;380000;5636000;50
ndom50_32380_5637_1_nw_2019;2016-02-18;2019-02-23;380000;5637000;50
ndom50_32380_5638_1_nw_2019;2016-02-18;2019-02-23;380000;5638000;50
ndom50_32380_5639_1_nw_2019;2016-02-18;2019-02-23;380000;5639000;50
ndom50_32380_5640_1_nw_2019;2015-02-13;2019-02-23;380000;5640000;50
ndom50_32380_5641_1_nw_2019;2015-03-06;2019-02-23;380000;5641000;50
ndom50_32380_5642_1_nw_2019;2015-03-06;2019-02-23;380000;5642000;50
ndom50_32380_5643_1_nw_2019;2015-03-06;2019-02-23;380000;5643000;50
ndom50_32380_5644_1_nw_2019;2015-03-06;2019-04-20;380000;5644000;50
ndom50_32380_5645_1_nw_2019;2015-03-07;2019-04-20;380000;5645000;50
ndom50_32380_5646_1_nw_2019;2015-03-07;2019-04-20;380000;5646000;50
ndom50_32380_5647_1_nw_2019;2015-03-07;2019-04-20;380000;5647000;50
ndom50_32380_5648_1_nw_2019;2015-03-07;2019-04-19;380000;5648000;50
ndom50_32380_5649_1_nw_2019;2015-03-07;2019-04-19;380000;5649000;50
ndom50_32380_5650_1_nw_2019;2017-03-27;2019-04-19;380000;5650000;50
ndom50_32380_5651_1_nw_2019;2017-03-27;2019-04-19;380000;5651000;50
ndom50_32380_5652_1_nw_2019;2017-03-27;2019-04-19;380000;5652000;50
ndom50_32380_5653_1_nw_2019;2017-03-27;2019-04-19;380000;5653000;50
ndom50_32380_5654_1_nw_2019;2015-03-08;2019-04-16;380000;5654000;50
ndom50_32380_5655_1_nw_2019;2015-03-11;2019-04-16;380000;5655000;50
ndom50_32380_5656_1_nw_2019;2015-03-11;2019-04-16;380000;5656000;50
ndom50_32380_5657_1_nw_2019;2015-03-11;2019-04-16;380000;5657000;50
ndom50_32380_5658_1_nw_2019;2015-03-12;2019-04-16;380000;5658000;50
ndom50_32380_5659_1_nw_2019;2015-03-12;2019-04-16;380000;5659000;50
ndom50_32380_5660_1_nw_2019;2015-03-12;2019-04-16;380000;5660000;50
ndom50_32380_5661_1_nw_2019;2015-03-12;2019-04-16;380000;5661000;50
ndom50_32380_5662_1_nw_2019;2015-01-19;2019-04-16;380000;5662000;50
ndom50_32380_5663_1_nw_2019;2015-01-19;2019-04-16;380000;5663000;50
ndom50_32380_5664_1_nw_2019;2015-01-19;2019-04-16;380000;5664000;50
ndom50_32380_5665_1_nw_2019;2015-03-03;2019-04-16;380000;5665000;50
ndom50_32380_5666_1_nw_2019;2015-03-05;2019-04-16;380000;5666000;50
ndom50_32380_5667_1_nw_2019;2015-03-05;2019-04-16;380000;5667000;50
ndom50_32380_5668_1_nw_2019;2015-03-06;2019-04-16;380000;5668000;50
ndom50_32380_5669_1_nw_2019;2015-03-12;2019-04-16;380000;5669000;50
ndom50_32380_5670_1_nw_2019;2015-03-12;2019-04-16;380000;5670000;50
ndom50_32380_5671_1_nw_2019;2015-03-12;2019-04-16;380000;5671000;50
ndom50_32380_5672_1_nw_2019;2015-03-13;2019-04-16;380000;5672000;50
ndom50_32380_5673_1_nw_2019;2015-03-13;2019-04-16;380000;5673000;50
ndom50_32380_5674_1_nw_2019;2015-03-13;2019-04-16;380000;5674000;50
ndom50_32380_5675_1_nw_2019;2015-03-07;2019-04-16;380000;5675000;50
ndom50_32380_5676_1_nw_2019;2015-03-07;2019-04-16;380000;5676000;50
ndom50_32380_5677_1_nw_2019;2015-03-07;2019-04-16;380000;5677000;50
ndom50_32380_5678_1_nw_2019;2018-03-10;2019-04-16;380000;5678000;50
ndom50_32380_5679_1_nw_2019;2018-03-10;2019-04-16;380000;5679000;50
ndom50_32380_5680_1_nw_2018;2018-02-18;2018-06-29;380000;5680000;50
ndom50_32380_5681_1_nw_2018;2018-02-18;2018-06-29;380000;5681000;50
ndom50_32380_5682_1_nw_2018;2018-02-18;2018-06-29;380000;5682000;50
ndom50_32380_5683_1_nw_2018;2018-02-18;2018-06-29;380000;5683000;50
ndom50_32380_5684_1_nw_2018;2018-02-18;2018-06-29;380000;5684000;50
ndom50_32380_5685_1_nw_2018;2018-02-18;2018-06-29;380000;5685000;50
ndom50_32380_5686_1_nw_2018;2018-02-18;2018-08-06;380000;5686000;50
ndom50_32380_5687_1_nw_2018;2018-02-18;2018-08-06;380000;5687000;50
ndom50_32380_5688_1_nw_2018;2018-02-18;2018-08-06;380000;5688000;50
ndom50_32380_5689_1_nw_2018;2018-02-18;2018-08-06;380000;5689000;50
ndom50_32380_5690_1_nw_2018;2018-02-17;2018-08-06;380000;5690000;50
ndom50_32380_5691_1_nw_2018;2018-02-17;2018-08-06;380000;5691000;50
ndom50_32380_5692_1_nw_2018;2018-02-17;2018-08-06;380000;5692000;50
ndom50_32380_5693_1_nw_2018;2018-02-17;2018-08-06;380000;5693000;50
ndom50_32380_5694_1_nw_2018;2018-02-17;2018-08-06;380000;5694000;50
ndom50_32380_5695_1_nw_2018;2018-02-17;2018-08-06;380000;5695000;50
ndom50_32380_5696_1_nw_2018;2018-02-17;2018-08-06;380000;5696000;50
ndom50_32380_5697_1_nw_2018;2018-02-17;2018-08-06;380000;5697000;50
ndom50_32380_5698_1_nw_2018;2018-02-17;2018-08-06;380000;5698000;50
ndom50_32380_5699_1_nw_2018;2018-02-16;2018-08-06;380000;5699000;50
ndom50_32380_5700_1_nw_2018;2018-02-16;2018-08-06;380000;5700000;50
ndom50_32380_5701_1_nw_2018;2018-02-16;2018-08-06;380000;5701000;50
ndom50_32380_5702_1_nw_2018;2018-02-16;2018-08-06;380000;5702000;50
ndom50_32380_5703_1_nw_2018;2018-02-14;2018-08-06;380000;5703000;50
ndom50_32380_5704_1_nw_2018;2018-02-14;2018-08-06;380000;5704000;50
ndom50_32380_5705_1_nw_2018;2018-02-14;2018-08-06;380000;5705000;50
ndom50_32380_5706_1_nw_2018;2018-02-14;2018-08-06;380000;5706000;50
ndom50_32380_5707_1_nw_2018;2018-02-14;2018-08-06;380000;5707000;50
ndom50_32380_5708_1_nw_2018;2018-02-14;2018-08-06;380000;5708000;50
ndom50_32380_5709_1_nw_2018;2018-02-14;2018-08-06;380000;5709000;50
ndom50_32380_5710_1_nw_2018;2018-02-14;2018-08-06;380000;5710000;50
ndom50_32380_5711_1_nw_2018;2018-02-14;2018-08-06;380000;5711000;50
ndom50_32380_5712_1_nw_2018;2018-02-14;2018-08-06;380000;5712000;50
ndom50_32380_5713_1_nw_2018;2018-02-14;2018-08-06;380000;5713000;50
ndom50_32380_5714_1_nw_2018;2013-12-21;2018-08-06;380000;5714000;50
ndom50_32380_5715_1_nw_2018;2013-12-21;2018-08-06;380000;5715000;50
ndom50_32380_5716_1_nw_2018;2013-12-21;2018-07-27;380000;5716000;50
ndom50_32380_5717_1_nw_2018;2013-12-21;2018-07-27;380000;5717000;50
ndom50_32380_5718_1_nw_2018;2013-12-21;2018-07-27;380000;5718000;50
ndom50_32380_5719_1_nw_2018;2013-12-20;2018-07-27;380000;5719000;50
ndom50_32380_5720_1_nw_2018;2013-12-20;2018-07-27;380000;5720000;50
ndom50_32380_5721_1_nw_2018;2013-12-20;2018-07-27;380000;5721000;50
ndom50_32380_5722_1_nw_2018;2013-12-20;2018-07-27;380000;5722000;50
ndom50_32380_5723_1_nw_2018;2013-12-20;2018-07-27;380000;5723000;50
ndom50_32380_5724_1_nw_2018;2013-12-17;2018-07-27;380000;5724000;50
ndom50_32380_5725_1_nw_2018;2013-12-17;2018-07-27;380000;5725000;50
ndom50_32380_5726_1_nw_2018;2013-12-17;2018-07-27;380000;5726000;50
ndom50_32380_5727_1_nw_2018;2013-12-17;2018-07-27;380000;5727000;50
ndom50_32380_5728_1_nw_2018;2013-12-17;2018-07-01;380000;5728000;50
ndom50_32380_5729_1_nw_2018;2013-12-13;2018-07-01;380000;5729000;50
ndom50_32380_5730_1_nw_2018;2013-12-13;2018-07-01;380000;5730000;50
ndom50_32380_5731_1_nw_2018;2013-12-13;2018-07-01;380000;5731000;50
ndom50_32380_5732_1_nw_2018;2013-12-13;2018-07-01;380000;5732000;50
ndom50_32380_5733_1_nw_2018;2013-12-03;2018-07-01;380000;5733000;50
ndom50_32380_5734_1_nw_2018;2013-12-03;2018-07-01;380000;5734000;50
ndom50_32380_5735_1_nw_2018;2013-12-03;2018-07-01;380000;5735000;50
ndom50_32380_5736_1_nw_2018;2013-12-02;2018-07-01;380000;5736000;50
ndom50_32380_5737_1_nw_2018;2013-12-02;2018-07-01;380000;5737000;50
ndom50_32380_5738_1_nw_2018;2013-12-02;2018-04-07;380000;5738000;50
ndom50_32380_5739_1_nw_2018;2013-12-02;2018-04-07;380000;5739000;50
ndom50_32380_5740_1_nw_2018;2018-12-04;2018-04-07;380000;5740000;50
ndom50_32380_5741_1_nw_2018;2018-12-04;2018-04-07;380000;5741000;50
ndom50_32380_5742_1_nw_2018;2018-12-04;2018-04-07;380000;5742000;50
ndom50_32380_5743_1_nw_2018;2018-12-04;2018-04-07;380000;5743000;50
ndom50_32380_5744_1_nw_2018;2018-12-04;2018-04-07;380000;5744000;50
ndom50_32380_5745_1_nw_2018;2018-12-04;2018-04-07;380000;5745000;50
ndom50_32380_5746_1_nw_2018;2018-12-04;2018-03-19;380000;5746000;50
ndom50_32380_5747_1_nw_2018;2018-12-04;2018-03-19;380000;5747000;50
ndom50_32380_5748_1_nw_2018;2018-12-05;2018-03-19;380000;5748000;50
ndom50_32380_5749_1_nw_2018;2018-12-05;2018-03-19;380000;5749000;50
ndom50_32380_5750_1_nw_2018;2018-12-05;2018-03-19;380000;5750000;50
ndom50_32380_5751_1_nw_2018;2018-12-05;2018-03-19;380000;5751000;50
ndom50_32380_5752_1_nw_2018;2018-12-05;2018-03-15;380000;5752000;50
ndom50_32380_5753_1_nw_2018;2018-12-05;2018-03-15;380000;5753000;50
ndom50_32380_5754_1_nw_2018;2018-12-05;2018-03-15;380000;5754000;50
ndom50_32380_5755_1_nw_2018;2018-12-05;2018-03-15;380000;5755000;50
ndom50_32380_5756_1_nw_2018;2018-12-05;2018-03-15;380000;5756000;50
ndom50_32380_5757_1_nw_2018;2018-12-05;2018-03-15;380000;5757000;50
ndom50_32380_5758_1_nw_2018;2019-01-18;2018-03-15;380000;5758000;50
ndom50_32380_5759_1_nw_2018;2019-01-18;2018-03-15;380000;5759000;50
ndom50_32380_5760_1_nw_2018;2019-01-18;2018-03-15;380000;5760000;50
ndom50_32380_5761_1_nw_2018;2019-01-18;2018-03-15;380000;5761000;50
ndom50_32380_5762_1_nw_2018;2019-01-18;2018-03-15;380000;5762000;50
ndom50_32380_5763_1_nw_2018;2019-01-18;2018-03-15;380000;5763000;50
ndom50_32380_5764_1_nw_2019;2019-01-18;2019-06-02;380000;5764000;50
ndom50_32380_5765_1_nw_2019;2019-01-19;2019-06-02;380000;5765000;50
ndom50_32380_5766_1_nw_2019;2019-02-23;2019-06-02;380000;5766000;50
ndom50_32380_5767_1_nw_2019;2019-02-18;2019-06-02;380000;5767000;50
ndom50_32380_5768_1_nw_2019;2019-02-18;2019-06-02;380000;5768000;50
ndom50_32380_5769_1_nw_2019;2019-02-18;2019-06-02;380000;5769000;50
ndom50_32380_5770_1_nw_2019;2019-02-18;2019-06-02;380000;5770000;50
ndom50_32380_5771_1_nw_2019;2019-02-18;2019-06-02;380000;5771000;50
ndom50_32380_5772_1_nw_2019;2019-02-18;2019-06-02;380000;5772000;50
ndom50_32380_5773_1_nw_2019;2019-02-17;2019-06-02;380000;5773000;50
ndom50_32380_5774_1_nw_2019;2019-02-17;2019-06-02;380000;5774000;50
ndom50_32380_5775_1_nw_2019;2019-02-17;2019-06-02;380000;5775000;50
ndom50_32380_5776_1_nw_2019;2019-02-23;2019-06-02;380000;5776000;50
ndom50_32380_5777_1_nw_2019;2019-02-28;2019-06-02;380000;5777000;50
ndom50_32380_5778_1_nw_2019;2019-02-28;2019-06-22;380000;5778000;50
ndom50_32380_5779_1_nw_2019;2019-02-23;2019-06-22;380000;5779000;50
ndom50_32380_5780_1_nw_2019;2019-02-23;2019-06-22;380000;5780000;50
ndom50_32380_5781_1_nw_2019;2019-02-17;2019-06-22;380000;5781000;50
ndom50_32380_5782_1_nw_2019;2019-02-16;2019-06-22;380000;5782000;50
ndom50_32380_5783_1_nw_2019;2019-02-16;2019-06-22;380000;5783000;50
ndom50_32380_5784_1_nw_2019;2019-02-16;2019-06-17;380000;5784000;50
ndom50_32380_5785_1_nw_2019;2019-02-16;2019-06-17;380000;5785000;50
ndom50_32380_5786_1_nw_2019;2019-02-16;2019-06-17;380000;5786000;50
ndom50_32380_5787_1_nw_2019;2019-02-16;2019-06-17;380000;5787000;50
ndom50_32380_5788_1_nw_2019;2019-02-16;2019-06-17;380000;5788000;50
ndom50_32380_5789_1_nw_2019;2019-02-16;2019-06-17;380000;5789000;50
ndom50_32380_5790_1_nw_2019;2019-02-15;2019-06-17;380000;5790000;50
ndom50_32380_5791_1_nw_2019;2019-02-15;2019-06-17;380000;5791000;50
ndom50_32381_5610_1_nw_2019;2015-12-17;2019-02-26;381000;5610000;50
ndom50_32381_5611_1_nw_2019;2015-12-17;2019-02-26;381000;5611000;50
ndom50_32381_5612_1_nw_2019;2015-12-19;2019-02-25;381000;5612000;50
ndom50_32381_5613_1_nw_2019;2015-12-19;2019-02-25;381000;5613000;50
ndom50_32381_5614_1_nw_2019;2016-04-02;2019-02-25;381000;5614000;50
ndom50_32381_5615_1_nw_2019;2016-04-02;2019-02-25;381000;5615000;50
ndom50_32381_5616_1_nw_2019;2016-04-02;2019-02-25;381000;5616000;50
ndom50_32381_5617_1_nw_2019;2016-04-09;2019-02-25;381000;5617000;50
ndom50_32381_5618_1_nw_2019;2016-04-09;2019-02-25;381000;5618000;50
ndom50_32381_5619_1_nw_2019;2016-04-09;2019-02-25;381000;5619000;50
ndom50_32381_5620_1_nw_2019;2016-04-09;2019-02-23;381000;5620000;50
ndom50_32381_5621_1_nw_2019;2016-04-09;2019-02-23;381000;5621000;50
ndom50_32381_5622_1_nw_2019;2016-04-09;2019-02-23;381000;5622000;50
ndom50_32381_5623_1_nw_2019;2016-04-09;2019-02-23;381000;5623000;50
ndom50_32381_5624_1_nw_2019;2016-04-02;2019-02-23;381000;5624000;50
ndom50_32381_5625_1_nw_2019;2016-04-02;2019-02-23;381000;5625000;50
ndom50_32381_5626_1_nw_2019;2016-04-02;2019-02-23;381000;5626000;50
ndom50_32381_5627_1_nw_2019;2016-04-02;2019-02-23;381000;5627000;50
ndom50_32381_5628_1_nw_2019;2016-04-02;2019-02-23;381000;5628000;50
ndom50_32381_5629_1_nw_2019;2016-04-02;2019-02-23;381000;5629000;50
ndom50_32381_5630_1_nw_2019;2016-04-02;2019-02-23;381000;5630000;50
ndom50_32381_5631_1_nw_2019;2016-04-02;2019-02-23;381000;5631000;50
ndom50_32381_5632_1_nw_2019;2016-04-02;2019-02-23;381000;5632000;50
ndom50_32381_5633_1_nw_2019;2016-04-02;2019-02-23;381000;5633000;50
ndom50_32381_5634_1_nw_2019;2016-04-02;2019-02-23;381000;5634000;50
ndom50_32381_5635_1_nw_2019;2016-02-18;2019-02-23;381000;5635000;50
ndom50_32381_5636_1_nw_2019;2016-02-18;2019-02-23;381000;5636000;50
ndom50_32381_5637_1_nw_2019;2016-02-18;2019-02-23;381000;5637000;50
ndom50_32381_5638_1_nw_2019;2016-02-18;2019-02-23;381000;5638000;50
ndom50_32381_5639_1_nw_2019;2016-02-18;2019-02-23;381000;5639000;50
ndom50_32381_5640_1_nw_2019;2015-02-13;2019-02-23;381000;5640000;50
ndom50_32381_5641_1_nw_2019;2015-03-06;2019-02-23;381000;5641000;50
ndom50_32381_5642_1_nw_2019;2015-03-06;2019-02-23;381000;5642000;50
ndom50_32381_5643_1_nw_2019;2015-03-06;2019-02-23;381000;5643000;50
ndom50_32381_5644_1_nw_2019;2015-03-06;2019-04-20;381000;5644000;50
ndom50_32381_5645_1_nw_2019;2015-03-07;2019-04-20;381000;5645000;50
ndom50_32381_5646_1_nw_2019;2015-03-07;2019-04-20;381000;5646000;50
ndom50_32381_5647_1_nw_2019;2015-03-07;2019-04-20;381000;5647000;50
ndom50_32381_5648_1_nw_2019;2015-03-07;2019-04-19;381000;5648000;50
ndom50_32381_5649_1_nw_2019;2015-03-07;2019-04-19;381000;5649000;50
ndom50_32381_5650_1_nw_2019;2017-03-27;2019-04-19;381000;5650000;50
ndom50_32381_5651_1_nw_2019;2017-03-27;2019-04-19;381000;5651000;50
ndom50_32381_5652_1_nw_2019;2017-03-27;2019-04-19;381000;5652000;50
ndom50_32381_5653_1_nw_2019;2017-03-27;2019-04-19;381000;5653000;50
ndom50_32381_5654_1_nw_2019;2015-03-08;2019-04-16;381000;5654000;50
ndom50_32381_5655_1_nw_2019;2015-03-11;2019-04-16;381000;5655000;50
ndom50_32381_5656_1_nw_2019;2015-03-11;2019-04-16;381000;5656000;50
ndom50_32381_5657_1_nw_2019;2015-03-11;2019-04-16;381000;5657000;50
ndom50_32381_5658_1_nw_2019;2015-03-12;2019-04-16;381000;5658000;50
ndom50_32381_5659_1_nw_2019;2015-03-12;2019-04-16;381000;5659000;50
ndom50_32381_5660_1_nw_2019;2015-03-12;2019-04-16;381000;5660000;50
